seq_name,cell_types_98,cell_types_50,cell_types_25
SM-DD43W_S70_E1-50,Sncg Vip Itih5,Sncg Vip Itih5,n86
SM-DD43W_S71_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD43W_S72_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD43W_S73_E1-50,Vip Pygm C1ql1,n72,n66
SM-DD43W_S74_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD43W_S75_E1-50,Vip Lmo1 Fam159b,n67,n66
SM-DD43W_S76_E1-50,Sncg Vip Itih5,Sncg Vip Itih5,n86
SM-DD43W_S77_E1-50,Sst Tac2 Tacstd2,n100,n91
SM-DD43W_S78_E1-50,Sncg Gpr50,n87,n86
SM-DD43W_S79_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
SM-DD43W_S80_E1-50,Pvalb Reln Tac1,n111,n110
SM-DD43W_S83_E1-50,Lamp5 Fam19a1 Pax6,n81,n79
SM-DD43W_S84_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD43W_S85_E1-50,Vip Igfbp6 Car10,n62,n62
SM-DD43W_S86_E1-50,Vip Igfbp6 Pltp,n62,n62
SM-DD43W_S87_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43W_S88_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43W_S90_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD43W_S91_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD43W_S93_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD43W_S94_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
SM-DD43W_S95_E1-50,Lamp5 Fam19a1 Tmem182,n81,n79
SM-DD43W_S96_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD43V_S57_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD43V_S58_E1-50,Sncg Gpr50,n87,n86
SM-DD43V_S59_E1-50,Sst Myh8 Etv1 ,n95,n91
SM-DD43V_S60_E1-50,Serpinf1 Aqp5 Vip,Serpinf1 Aqp5 Vip,n84
SM-DD43V_S61_E1-50,Sncg Gpr50,n87,n86
SM-DD43V_S62_E1-50,Sst Myh8 Fibin,n95,n91
SM-DD43V_S63_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-DD43V_S64_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD43V_S65_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD43V_S66_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD43V_S67_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD43V_S68_E1-50,Pvalb Calb1 Sst,n111,n110
SM-DD43V_S69_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD43V_S70_E1-50,Sncg Vip Nptx2,n87,n86
SM-DD43V_S71_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD43V_S73_E1-50,Serpinf1 Clrn1,Serpinf1 Clrn1,n84
SM-DD43V_S74_E1-50,L6 CT VISp Krt80 Sla,n47,n46
SM-DD43V_S76_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD43V_S77_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD43V_S78_E1-50,Vip Gpc3 Slc18a3,n70,n66
SM-DD43V_S79_E1-50,L6 CT VISp Krt80 Sla,n47,n46
SM-DD43V_S80_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
SM-DD43V_S82_E1-50,Vip Gpc3 Slc18a3,n70,n66
SM-DD43V_S83_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD43V_S84_E1-50,Sst Nts,Sst Nts,Sst Nts
SM-DD43V_S85_E1-50,Vip Gpc3 Slc18a3,n70,n66
SM-DD43V_S86_E1-50,Sst Rxfp1 Prdm8,n100,n91
SM-DD43V_S87_E1-50,Vip Lmo1 Fam159b,n67,n66
SM-DD443_S65_E1-50,Vip Chat Htr1f,n72,n66
SM-DD443_S66_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD443_S67_E1-50,Vip Chat Htr1f,n72,n66
SM-DD443_S68_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
SM-DD443_S69_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD443_S70_E1-50,Vip Rspo1 Itga4,n73,n66
SM-DD443_S71_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD443_S72_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD443_S73_E1-50,Vip Chat Htr1f,n72,n66
SM-DD443_S74_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD443_S75_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD443_S76_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD443_S77_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD443_S78_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
SM-DD443_S79_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD443_S80_E1-50,Vip Pygm C1ql1,n72,n66
SM-DD443_S81_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD443_S82_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD443_S83_E1-50,Vip Igfbp6 Pltp,n62,n62
SM-DD443_S84_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD443_S85_E1-50,Vip Rspo4 Rxfp1 Chat,n73,n66
SM-DD443_S86_E1-50,Vip Chat Htr1f,n72,n66
SM-DD443_S87_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD443_S88_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD443_S89_E1-50,Vip Lmo1 Myl1,n67,n66
SM-DD443_S90_E1-50,Vip Lmo1 Myl1,n67,n66
SM-DD443_S91_E1-50,Vip Lmo1 Myl1,n67,n66
SM-DD443_S92_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD443_S93_E1-50,Vip Igfbp6 Pltp,n62,n62
SM-DD443_S94_E1-50,Vip Lmo1 Myl1,n67,n66
SM-DD443_S95_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD443_S96_E1-50,Vip Ptprt Pkp2,n73,n66
SM-DD45K_S113_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-DD45K_S116_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45K_S117_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45K_S118_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45K_S120_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45K_S121_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45K_S122_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45K_S123_E1-50,Sst Myh8 Etv1 ,n95,n91
SM-DD45K_S124_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45K_S125_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45K_S127_E1-50,Sst Tac1 Htr1d,n105,n91
SM-DD45K_S128_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45K_S129_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45K_S130_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-DD45K_S132_E1-50,Sst Calb2 Pdlim5,n108,n91
SM-DD45K_S133_E1-50,Sst Tac2 Myh4,n94,n91
SM-DD45K_S134_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45K_S135_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45K_S136_E1-50,L5 PT VISp Chrna6,L5 PT VISp Chrna6,L5 PT VISp Chrna6
SM-DD45I_S001_E1-50,Pvalb Reln Tac1,n111,n110
SM-DD45I_S003_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S004_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S005_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S006_E1-50,Pvalb Reln Tac1,n111,n110
SM-DD45I_S007_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45I_S008_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45I_S009_E1-50,Pvalb Reln Itm2a,n111,n110
SM-DD45I_S010_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-DD45I_S012_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S013_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45I_S014_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45I_S015_E1-50,Sst Myh8 Etv1 ,n95,n91
SM-DD45I_S016_E1-50,L5 PT VISp Lgr5,n9,n8
SM-DD45I_S017_E1-50,Pvalb Calb1 Sst,n111,n110
SM-DD45I_S018_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S019_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S020_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S022_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45I_S023_E1-50,Sst Calb2 Pdlim5,n108,n91
SM-DD45I_S025_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S026_E1-50,Sst Myh8 Fibin,n95,n91
SM-DD45I_S029_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S030_E1-50,Sst Esm1,n98,n91
SM-DD45I_S031_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S032_E1-50,Pvalb Sema3e Kank4,n111,n110
SM-DD45I_S033_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45I_S034_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S035_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S036_E1-50,L6 IT VISp Car3,L6 IT VISp Car3,L6 IT VISp Car3
SM-DD45I_S037_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S038_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45I_S039_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-DD45I_S040_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S041_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S042_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45I_S043_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45I_S044_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S045_E1-50,Sst Nts,Sst Nts,Sst Nts
SM-DD45I_S046_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45I_S047_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S048_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S059_E1-50,Sst Esm1,n98,n91
SM-DD45I_S060_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S061_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45I_S062_E1-50,Sst Nts,Sst Nts,Sst Nts
SM-DD45I_S064_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S130_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S133_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S134_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S137_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-DD45L_S138_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45L_S139_E1-50,Sst Esm1,n98,n91
SM-DD45L_S140_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45L_S141_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45L_S142_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45L_S143_E1-50,Sst Myh8 Fibin,n95,n91
SM-DD45L_S144_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S145_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45L_S146_E1-50,L5 PT VISp Krt80,n9,n8
SM-DD45L_S147_E1-50,Sst Myh8 Fibin,n95,n91
SM-DD45L_S148_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45L_S150_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45L_S151_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45L_S152_E1-50,Pvalb Reln Tac1,n111,n110
SM-DD45L_S154_E1-50,Sst Myh8 Fibin,n95,n91
SM-DD45L_S155_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45L_S157_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45L_S158_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45L_S159_E1-50,L5 PT VISp Krt80,n9,n8
SM-DD45L_S160_E1-50,Pvalb Reln Tac1,n111,n110
SM-DD45I_S099_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45I_S100_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S101_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S102_E1-50,Pvalb Reln Tac1,n111,n110
SM-DD45I_S103_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S104_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-DD45I_S106_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S107_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45I_S108_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-DD45I_S109_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45I_S110_E1-50,Sncg Gpr50,n87,n86
SM-DD45I_S112_E1-50,Pvalb Tpbg,n111,n110
SM-DD45I_S113_E1-50,Pvalb Reln Tac1,n111,n110
SM-DD45I_S114_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45I_S115_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S116_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S118_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
SM-DD45I_S121_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45I_S122_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45I_S123_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45I_S124_E1-50,Sst Myh8 Fibin,n95,n91
SM-DD45I_S125_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S127_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S128_E1-50,Sst Rxfp1 Eya1,n100,n91
SM-DD45I_S130_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S131_E1-50,Sst Myh8 Fibin,n95,n91
SM-DD45I_S132_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S134_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-DD45I_S135_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S136_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45I_S137_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S139_E1-50,Sst Nts,Sst Nts,Sst Nts
SM-DD45I_S140_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S141_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-DD45I_S143_E1-50,Sst Nts,Sst Nts,Sst Nts
SM-DD45I_S144_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S148_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-DD45I_S149_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45I_S150_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S151_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45I_S152_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45Z_S047_E1-50,Sncg Vip Nptx2,n87,n86
SM-DD45Z_S048_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD45K_S137_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD45K_S138_E1-50,Sst Tac1 Tacr3,Sst Tac1 Tacr3,n91
SM-DD45K_S139_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD45K_S140_E1-50,Pvalb Tpbg,n111,n110
SM-DD45K_S141_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45K_S142_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD45K_S143_E1-50,Vip Igfbp6 Pltp,n62,n62
SM-DD45K_S144_E1-50,Sst Mme Fam114a1,n105,n91
SM-DD45K_S145_E1-50,Vip Chat Htr1f,n72,n66
SM-DD45K_S146_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-DD45K_S147_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD45K_S148_E1-50,Vip Igfbp6 Car10,n62,n62
SM-DD45K_S149_E1-50,Pvalb Tpbg,n111,n110
SM-DD45K_S150_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD45K_S151_E1-50,Vip Rspo1 Itga4,n73,n66
SM-DD45K_S152_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD45K_S153_E1-50,Vip Rspo1 Itga4,n73,n66
SM-DD45K_S154_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45K_S155_E1-50,Vip Igfbp6 Car10,n62,n62
SM-DD45K_S156_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD45K_S157_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD45K_S158_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD45K_S159_E1-50,Vip Pygm C1ql1,n72,n66
SM-DD45K_S160_E1-50,Vip Pygm C1ql1,n72,n66
SM-DD45L_S161_E1-50,L2/3 IT VISp Adamts2,n39,n36
SM-DD45L_S162_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD45L_S163_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD45L_S164_E1-50,Sst Calb2 Necab1,n108,n91
SM-DD45L_S165_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD45L_S166_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45L_S167_E1-50,Sst Tac1 Tacr3,Sst Tac1 Tacr3,n91
SM-DD45L_S168_E1-50,Vip Igfbp6 Pltp,n62,n62
SM-DD45L_S169_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45L_S170_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-DD45L_S171_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD45L_S172_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD45L_S173_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD45L_S174_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD45L_S175_E1-50,Serpinf1 Aqp5 Vip,Serpinf1 Aqp5 Vip,n84
SM-DD45L_S176_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD45L_S049_E1-50,Pvalb Tpbg,n111,n110
SM-DD45L_S050_E1-50,Pvalb Tpbg,n111,n110
SM-DD45L_S051_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD45L_S052_E1-50,Vip Chat Htr1f,n72,n66
SM-DD45L_S054_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45L_S055_E1-50,Vip Lect1 Oxtr,n73,n66
SM-DD45L_S056_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD45L_S057_E1-50,Vip Crispld2 Htr2c,n65,n64
SM-DD45L_S058_E1-50,L2/3 IT VISp Rrad,n39,n36
SM-DD45L_S059_E1-50,Lamp5 Plch2 Dock5,n82,n79
SM-DD45L_S060_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD45L_S061_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45L_S062_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD45L_S063_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45L_S064_E1-50,Sst Tac1 Htr1d,n105,n91
SM-DD45L_S065_E1-50,Lamp5 Ntn1 Npy2r,n82,n79
SM-DD45L_S066_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45L_S067_E1-50,Vip Crispld2 Kcne4,n65,n64
SM-DD45L_S068_E1-50,Vip Chat Htr1f,n72,n66
SM-DD45L_S069_E1-50,L2/3 IT VISp Agmat,n39,n36
SM-DD45L_S070_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD45L_S071_E1-50,Sst Calb2 Pdlim5,n108,n91
SM-DD45L_S072_E1-50,Vip Chat Htr1f,n72,n66
SM-DD45K_S161_E1-50,Sst Chodl,Sst Chodl,Sst Chodl
SM-DD45K_S162_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45K_S163_E1-50,Sst Nr2f2 Necab1,Sst Nr2f2 Necab1,n91
SM-DD45K_S164_E1-50,Pvalb Calb1 Sst,n111,n110
SM-DD45K_S165_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-DD45K_S166_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-DD45K_S167_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-DD45K_S168_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45K_S169_E1-50,Sst Mme Fam114a1,n105,n91
SM-DD45K_S170_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45K_S171_E1-50,Pvalb Tpbg,n111,n110
SM-DD45K_S172_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45K_S173_E1-50,Vip Chat Htr1f,n72,n66
SM-DD45K_S174_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45K_S175_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45K_S176_E1-50,Sst Myh8 Etv1 ,n95,n91
SM-DD45K_S177_E1-50,Sst Nr2f2 Necab1,Sst Nr2f2 Necab1,n91
SM-DD45K_S178_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45K_S179_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45K_S180_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45K_S181_E1-50,Pvalb Calb1 Sst,n111,n110
SM-DD45K_S182_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45K_S183_E1-50,Sst Nr2f2 Necab1,Sst Nr2f2 Necab1,n91
SM-DD45K_S184_E1-50,Sst Hpse Cbln4,n107,n91
SM-DD45L_S177_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S178_E1-50,Sst Nr2f2 Necab1,Sst Nr2f2 Necab1,n91
SM-DD45L_S179_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45L_S180_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45L_S181_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45L_S182_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45L_S183_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S184_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-GE64U_S066_E1-50,Sst Chodl,Sst Chodl,Sst Chodl
SM-GE64U_S067_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE64U_S068_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-GE64U_S069_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45L_S185_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-DD45L_S186_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45L_S187_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45L_S188_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45L_S189_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S190_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45L_S192_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45L_S073_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S074_E1-50,Sst Chrna2 Glra3,n95,n91
SM-DD45L_S075_E1-50,Sst Hpse Sema3c,n107,n91
SM-DD45L_S076_E1-50,Sst Hpse Cbln4,n107,n91
SM-DD45L_S077_E1-50,Sst Crh 4930553C11Rik ,n98,n91
SM-DD45L_S078_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45L_S079_E1-50,Sst Calb2 Necab1,n108,n91
SM-DD45L_S080_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45L_S081_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45L_S082_E1-50,Sst Hpse Cbln4,n107,n91
SM-DD45L_S083_E1-50,Sst Hpse Cbln4,n107,n91
SM-DD45L_S084_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45L_S085_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-DD45L_S086_E1-50,L6 IT VISp Col18a1,n33,n33
SM-DD45L_S087_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45L_S088_E1-50,Sst Calb2 Pdlim5,n108,n91
SM-DD45L_S089_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S090_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
SM-DD45L_S091_E1-50,Sst Hpse Cbln4,n107,n91
SM-DD45L_S093_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-DD45L_S094_E1-50,L6 IT VISp Penk Fst,n33,n33
SM-DD45L_S095_E1-50,Sst Chrna2 Ptgdr,n94,n91
SM-DD45L_S096_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE635_S017_E1-50,Vip Lmo1 Myl1,n67,n66
SM-GE635_S018_E1-50,L6 IT VISp Col18a1,n33,n33
SM-GE635_S019_E1-50,Sst Crhr2 Efemp1,n98,n91
SM-GE635_S020_E1-50,Pvalb Sema3e Kank4,n111,n110
SM-GE635_S021_E1-50,Sst Tac1 Htr1d,n105,n91
SM-GE635_S022_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE635_S023_E1-50,L5 PT VISp Krt80,n9,n8
SM-GE635_S024_E1-50,L5 PT VISp Krt80,n9,n8
SM-GE635_S025_E1-50,Sncg Gpr50,n87,n86
SM-GE635_S026_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE635_S027_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE635_S028_E1-50,Vip Ptprt Pkp2,n73,n66
SM-GE635_S029_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-GE635_S031_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-GE635_S033_E1-50,Sst Myh8 Fibin,n95,n91
SM-GE635_S034_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SM-GE635_S035_E1-50,L5 PT VISp Krt80,n9,n8
SM-GE635_S038_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-GE635_S039_E1-50,L6 IT VISp Penk Col27a1,n33,n33
SM-GE635_S040_E1-50,L6 IT VISp Col18a1,n33,n33
SM-GE635_S041_E1-50,Sst Myh8 Etv1 ,n95,n91
SM-GE635_S042_E1-50,L5 PT VISp C1ql2 Ptgfr,n9,n8
SM-GE635_S043_E1-50,Pvalb Gpr149 Islr,n111,n110
SM-GE635_S044_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
SM-GE635_S045_E1-50,Pvalb Reln Tac1,n111,n110
SM-GE635_S046_E1-50,Sst Tac1 Htr1d,n105,n91
